csv_link,description,name
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_vendor_payments_fiscal_year_2010_uggx-hjpe.csv,"The vendor payment dataset contains payments made by state agencies and institutions of higher education that are processed through the Office of Management and Enterprise Services. These payments reflect disbursements from a state fund for the purchase of goods received, services performed, reimbursements, and payments to other governments. Travel reimbursements include the zip code of the State Capitol and not the individual’s address. For security and privacy reasons, payments related to “confidential matters” are included in the dataset; however, the payee name is replaced with “Protected Information” and the address is changed to the State Capitol address. . Also, some state agencies are authorized to make payments outside of the Office of Management and Enterprise Services from certain authorized funds. In these cases, the agency reports only the total amount of the expenditures to the Office of Management and Enterprise Services but does not report the detailed vendor payment information. Therefore, these payment details are not included in the dataset.","
      State of Oklahoma Vendor Payments Fiscal Year 2010    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_dec_2011_w2d7-jpny.csv,A detailed listing of all state revolving funds and the amount contained in each fund to be updated on a monthly basis,"
      Revolving Funds - Dec 2011    "
http://data.ok.gov/sites/default/files/res_oklahoma_public_school_site_directory_%28may_2015%29_w26n-2td9.csv,Oklahoma Public School Site Directory (May 2015),"
      Oklahoma Public School Site Directory (May 2015)    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_may_2013_vwma-gaby.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds - May 2013    "
http://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_oct._12%2C_2005-june_6%2C_2006_vnfc-cx9t.csv,"Oklahoma Lottery Commission retailer ranking based on total sales for all retailers and terminal types from Oct. 12, 2005-June 6, 2006.","
      Oklahoma Lottery Commission Retailer Ranking From Oct. 12, 2005-June 6, 2006    "
http://data.ok.gov/sites/default/files/res_incident-based_reporting_system_coverage_vvgg-5k39.csv,Increase the percentage of the population covered by the law enforcement information sharing system from 42% in 2014 to 60% by 2017.,"
      Incident-Based Reporting System Coverage    "
http://data.ok.gov/sites/default/files/res_purchase_card_%28pcard%29_-_fiscal_year_2010_vxds-7vhi.csv,This dataset contains information on purchases made through the purchase card programs administered by the state and higher ed institutions.,"
      Purchase Card (PCard) - Fiscal Year 2010    "
http://data.ok.gov/sites/default/files/res_water_contaminent_levels_-_line_chart_wced-z2kc.csv,Decrease the percentage of public water supplies with annually reported maximum contaminant level violations from 16% in 2013 to below 12% by 2017.,"
      Water Contaminent Levels    "
http://data.ok.gov/sites/default/files/res_statewide_contracts_%26_solicitations_search_vjjs-9r4f.csv,"This utility provides searchable information on statewide contracts and solicitations for the State of Oklahoma.,Statewide contracts are written agreements between the State of Oklahoma and contractors that have been selected to provide a variety of products and services to state and local entities.,Solicitations are requests for specified products and/or services that are not available on statewide contracts. Responses to solicitations are reviewed and evaluated, and if approved, an award is made to one or more vendors. The solicitations listed on the website have a status of Open, Pending Award, Awarded, Cancelled.","
      Statewide Contracts & Solicitations Search    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q3_2010_ws3u-f9vf.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q3 2010    "
http://data.ok.gov/sites/default/files/res_pay_band_average_salary_wji9-i7ig.csv,"Salary information for State of Oklahoma employees by pay band, including average, maximum and minimum, and the size of the range by pay band.","
      Pay Band Average Salary    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_q2_2013_wywj-5she.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll Q2 2013    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_vendor_payments_fiscal_year_2012_wvi8-5sur.csv,"The vendor payment dataset contains payments made by state agencies and institutions of higher education that are processed through the Office of Management and Enterprise Services. These payments reflect disbursements from a state fund for the purchase of goods received, services performed, reimbursements, and payments to other governments. Travel reimbursements include the zip code of the State Capitol and not the individual’s address. For security and privacy reasons, payments related to “confidential matters” are included in the dataset; however, the payee name is replaced with “Protected Information” and the address is changed to the State Capitol address. . Also, some state agencies are authorized to make payments outside of the Office of Management and Enterprise Services from certain authorized funds. In these cases, the agency reports only the total amount of the expenditures to the Office of Management and Enterprise Services but does not report the detailed vendor payment information. Therefore, these payment details are not included in the dataset.","
      State of Oklahoma Vendor Payments Fiscal Year 2012    "
http://data.ok.gov/sites/default/files/res_fiscal_year_2014_tax_credits_wz56-ufsc.csv,Tax credit information represents a credit pursuant to the Oklahoma Income Tax Act against tax liability which is taken by a taxpayer.,"
      Fiscal Year 2014 Tax Credits    "
http://data.ok.gov/sites/default/files/res_2012_annual_cio_study_overall_results_w28v-pwi6.csv,Overall results from the 2012 chief information officer annual survey which evaluates customer key information technology services areas and their value.,"
      2012 Annual CIO Study Overall Results    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_august_2013_wka4-quj7.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds - August 2013    "
http://data.ok.gov/sites/default/files/res_revolving_funds_november_2014_w445-tnnq.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds November 2014    "
http://data.ok.gov/sites/default/files/res_funding_summary_fiscal_year_2014_wa4v-3fd8.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including: • Assets Held for Others • Taxes and Interest Income • Licenses, Permits, Tuition, Fees and Other • Federal Grants • Appropriations Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary Fiscal Year 2014    "
http://data.ok.gov/sites/default/files/res_medicare_preventable_hospitalizations_w7ji-wmc9.csv,"Decrease the rate of preventable hospitalizations among Medicare beneficiaries from 76.9 per 1,000 in 2013 to 69.21 per 1,000 by 2019.","
      Medicare Preventable Hospitalizations    "
http://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2008-june_30%2C_2009_yv88-ufac.csv,"Oklahoma Lottery Commission retailer ranking based on total sales for all retailers and terminal types from July 1, 2008 to June 30, 2009.","
      Oklahoma Lottery Commission Retailer Ranking From July 1, 2008-June 30, 2009    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q2_2012_xuiz-kx8d.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q2 2012    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q1_2011_xxvf-kunf.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q1 2011    "
http://data.ok.gov/sites/default/files/res_state_industry_sales_xuff-ebz8.csv,Increase state industry sales from $382.19 billion in 2013 to $430.16 billion by 2017.,"
      State Industry Sales    "
http://data.ok.gov/sites/default/files/res_oklahoma_state_underutilized_property_-_tier_3_7pbu-dejk.csv,2012 Underutilized Property - Tier 3,"
      2012 Underutilized Property - Tier 3    "
http://data.ok.gov/sites/default/files/res_transportation_and_distribution_exports_-_column_chart_fgva-n9zr.csv,Increase Transportation and Distribution exports from $16.799 billion in 2013 to $18.908 billion by 2017.,"
      Transportation And Distribution Exports    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q4_2013_xw8q-rk62.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q4 2013    "
http://data.ok.gov/sites/default/files/res_vacation_and_sick_day_comparison_ycet-mnvb.csv,Comparison of vacation and sick days portion of the employee benefits package. The overall data is based on policy and statue for the current fiscal year. The market estimate for sick days/leave is based on the 2011 Towers Watson Survey General Industry Benefit Policies and Practices Survey Report.,"
      Vacation And Sick Day Comparison    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_september_2012_x8xs-8jfm.csv,A detailed listing of all state revolving funds and the amount contained in each fund to be updated on a monthly basis,"
      Revolving Funds - September 2012    "
http://data.ok.gov/sites/default/files/res_revolving_funds_june_2015_gznu-nywk.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds June 2015    "
http://data.ok.gov/sites/default/files/Oklahoma_school_sites_directory_aug2015.csv,Contact and location information for each school site in the state of Oklahoma,"
      Oklahoma Public School Site Directory (August 2015)    "
http://data.ok.gov/sites/default/files/res_2014_transportation_department_rights_of_way_inventory_map_8rsk-yuix.csv,"The Oklahoma Department of Transportation maintains approximately 12,260 miles of state and interstate highways. The widths of highway rights of way (ROW) vary depending on the highway's functional classification and other factors. Variation of right of way widths is dependent upon several characteristics such as drainage, topography, geometrics, and utilities. Correspondingly, right of way widths vary anywhere from approximately 80 feet to 300 plus feet based on the necessity at any given location.","
      2014 Transportation Department Rights Of Way Inventory List    "
http://data.ok.gov/sites/default/files/Oklahoma_Licensed_Ignition_Interlock_Service_Centers_0.csv,Ignition interlock service centers licensed by the Board of Tests for Alcohol and Drug Influence,"
      Oklahoma Licensed Ignition Interlock Service Centers    "
http://data.ok.gov/sites/default/files/Qualified%20Organization.csv,Products and Services available from the Oklahoma State Use Program,"
      State Use Procurement Schedule    "
http://data.ok.gov/sites/default/files/Rainy_Day_Fund.csv,Year end amounts of the State of Oklahoma Rainy Day Fund.,"
      Rainy Day Fund    "
http://data.ok.gov/sites/default/files/10-Year_Comparison_of_Taxpayer_Income.csv,Ten-year comparison (2003-2012) of taxpayer income showing an analysis of the number of filers and the Adjusted Gross Income.,"
      10-Year Comparison of Taxpayer Income    "
http://data.ok.gov/sites/default/files/Primary_Government_Functional_Expenses.csv,Expenses for State of Oklahoma government sources by major categories.,"
      Primary Government Functional Expenses    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q2_2011_zq4p-xiiw.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q2 2011    "
http://data.ok.gov/sites/default/files/res_retirement_projections_trend_sfws-6ksc.csv,Retirement Projections Trend,"
      Retirement Projections Trend    "
http://data.ok.gov/sites/default/files/Primary_Government_Sources_of_Revenue.csv,Sources of revenue for State of Oklahoma government by broad category.,"
      Primary Government Sources of Revenue    "
http://data.ok.gov/sites/default/files/res_fy_2014_eeo-4_categories_bvtj-qapm.csv,Trend EEO4,"
      Trend EEO4    "
http://data.ok.gov/sites/default/files/res_trend_of_eeo_categories_by_ethnicity_fy2009-2013_99ap-qcyq.csv,Trend of EEO Categories by Ethnicity FY2009-2013,"
      Trend of EEO Categories by Ethnicity FY2009-2013    "
http://data.ok.gov/sites/default/files/res_retirements_upfq-ttif.csv,Turnover Trend,"
      Turnover Trend    "
http://data.ok.gov/sites/default/files/res_workforce_by_generation_fy_2014_terf-z8yp.csv,Workforce By Generation Trend,"
      Workforce By Generation Trend    "
http://data.ok.gov/sites/default/files/res_tax_credits_-_fiscal_year_2009_yw7n-569k.csv,Tax Credit information represents a credit pursuant to the Oklahoma Income Tax Act against tax liability which is taken by a taxpayer.,"
      Tax Credits - Fiscal Year 2009    "
http://data.ok.gov/sites/default/files/res_number_of_full_time_employees_2qum-5tej.csv,Workforce At A Glance,"
      Workforce At A Glance    "
http://data.ok.gov/sites/default/files/res_workforce_ethnicity_fiscal_year_2009-2013_5xd2-vagk.csv,Workforce Ethnicity Fiscal Year 2009-2013,"
      Workforce Ethnicity Fiscal Year 2009-2013    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_june_2012_2qwh-j34a.csv,A detailed listing of all state revolving funds and the amount contained in each fund to be updated on a monthly basis,"
      Revolving Funds - June 2012    "
http://data.ok.gov/sites/default/files/res_ethnicity_trend_ph5q-nhrw.csv,"Ethnicity trend for the State of Oklahoma workforce, beginning in 2009.","
      Ethnicity Trend    "
http://data.ok.gov/sites/default/files/res_2014_real_property_inventory_list_qphg-jk8y.csv,"The Real Property Inventory List is a comprehensive listing of all properties owned and leased by the State of Oklahoma as reported to the OMES. The properties listed are sorted by agency, whether the property is owned or leased, and location.","
      2014 Real Property Inventory List    "
http://data.ok.gov/sites/default/files/res_top_10_jobs_of_2013_vyu3-d6dz.csv,Top 10 Jobs of 2013,"
      Top 10 Jobs of 2013    "
http://data.ok.gov/sites/default/files/res_top_10_new_hires_fy2014_ftaw-qef4.csv,Top 10 New Hires FY2014,"
      Top 10 New Hires FY2014    "
http://data.ok.gov/sites/default/files/res_top_10_separations_fy2014_2agc-ci2t.csv,Top 10 Separations FY2014,"
      Top 10 Separations FY2014    "
http://data.ok.gov/sites/default/files/res_turnover_by_agency_fy2012_76gv-pkjm.csv,Turnover By Agency FY2012,"
      Turnover By Agency FY2012    "
http://data.ok.gov/sites/default/files/res_state_workforce_generational_breakdown_fy2014_y8gs-3pfi.csv,State Workforce Generational Breakdown FY2014,"
      State Workforce Generational Breakdown FY2014    "
http://data.ok.gov/sites/default/files/res_top_10_separations_2013_7rdj-zbd2.csv,Top 10 Separations 2013,"
      Top 10 Separations 2013    "
http://data.ok.gov/sites/default/files/res_turnover_by_agency_fy2013_bhxi-f9mi.csv,Turnover By Agency FY2013,"
      Turnover By Agency FY2013    "
http://data.ok.gov/sites/default/files/res_unclassified_and_classified_state_employees_2012_56hj-i9ux.csv,Unclassified And Classified State Employees 2012,"
      Unclassified And Classified State Employees 2012    "
http://data.ok.gov/sites/default/files/res_top_10_new_hires_2013_5xgq-5jis.csv,Top 10 New Hires 2013,"
      Top 10 New Hires 2013    "
http://data.ok.gov/sites/default/files/res_retirement_elig_trend2009to2013_cfvi-w6if.csv,Retirement Elig Trend2009to2013,"
      Retirement Elig Trend2009to2013    "
http://data.ok.gov/sites/default/files/res_eeo-4_categories_by_agency_fy_2014_74bh-zjsa.csv,EEO-4 Categories By Agency FY 2014,"
      EEO-4 Categories By Agency FY 2014    "
http://data.ok.gov/sites/default/files/res_employees_by_gender_and_ethnicity_fy_2014_duzm-c9tj.csv,Employees by Gender and Ethnicity FY 2014,"
      Employees by Gender and Ethnicity FY 2014    "
http://data.ok.gov/sites/default/files/res_generational_breakdown_fy2012_64ky-yvnc.csv,Generational Breakdown FY2012,"
      Generational Breakdown FY2012    "
http://data.ok.gov/sites/default/files/res_fy2013_ethnicity_by_gender_%283%29_3uc3-465w.csv,FY2013 Ethnicity By Gender (3),"
      FY2013 Ethnicity By Gender (3)    "
http://data.ok.gov/sites/default/files/res_job_category_by_agency_2012_74rb-amwz.csv,Job Category By Agency 2012,"
      Job Category By Agency 2012    "
http://data.ok.gov/sites/default/files/res_job_category_by_agency_2013_5jb2-ut57.csv,Job Category By Agency 2013,"
      Job Category By Agency 2013    "
http://data.ok.gov/sites/default/files/res_retirement_eligibility_by_agency_fy2012_vz33-hsna.csv,Retirement Eligibility By Agency FY2012,"
      Retirement Eligibility By Agency FY2012    "
http://data.ok.gov/sites/default/files/res_retirement_eligibility_by_agency_fy2013_4jmk-bth5.csv,Retirement Eligibility By Agency FY2013,"
      Retirement Eligibility By Agency FY2013    "
http://data.ok.gov/sites/default/files/res_agency_employees_by_gender_and_race_fy2013_psaf-9wwb.csv,Agency Employees By Gender and Race FY2013,"
      Agency Employees By Gender and Race FY2013    "
http://data.ok.gov/sites/default/files/res_generational_breakdown_fy2013_t5cv-ujbr.csv,Generational Breakdown FY2013,"
      Generational Breakdown FY2013    "
http://data.ok.gov/sites/default/files/res_agency_turnover_fy2014_q4ca-u9x3.csv,Agency Turnover FY2014,"
      Agency Turnover FY2014    "
http://data.ok.gov/sites/default/files/res_average_age%2C_years_of_service%2C_years_to_retirement_2012_x6gi-s62m.csv,"Average Age, Years of Service, Years to Retirement 2012","
      Average Age, Years of Service, Years to Retirement 2012    "
http://data.ok.gov/sites/default/files/res_cabinet_breakdown_fy2012_ww72-gjpi.csv,Cabinet Breakdown FY2012,"
      Cabinet Breakdown FY2012    "
http://data.ok.gov/sites/default/files/res_fy2014_retirement_eligibility_by_agency_j8bx-xbq5.csv,FY2014 Retirement Eligibility by Agency,"
      FY2014 Retirement Eligibility by Agency    "
http://data.ok.gov/sites/default/files/res_cabinet_breakdown_fy2013_xbc6-ifet.csv,Cabinet Breakdown FY2013,"
      Cabinet Breakdown FY2013    "
http://data.ok.gov/sites/default/files/res_classified_and_unclassified_state_employees_2013_ibqt-7v9q.csv,Classified And Unclassified State Employees 2013,"
      Classified And Unclassified State Employees 2013    "
http://data.ok.gov/sites/default/files/res_classified_and_unclassified_state_employees_fy_1994-2013_u3kt-nqy4.csv,Classified and Unclassified State Employees FY 1994-2013,"
      Classified and Unclassified State Employees FY 1994-2013    "
http://data.ok.gov/sites/default/files/res_average_age%2C_years_of_service%2C_years_to_retirement_2013_s999-xzxj.csv,"Average Age, Years of Service, Years to Retirement 2013","
      Average Age, Years of Service, Years to Retirement 2013    "
http://data.ok.gov/sites/default/files/res_cabinet_breakdown_fy2014_pzc3-ng7i.csv,Cabinet Breakdown FY2014,"
      Cabinet Breakdown FY2014    "
http://data.ok.gov/sites/default/files/res_outstanding_bond_issues_we3k-dmvu_1.csv,Outstanding capital bond issues for the State of Oklahoma.,"
      Outstanding Bond Issues    "
http://data.ok.gov/sites/default/files/res_unspsc_codes_uqsf-qkqb.csv,The United Nations Standard Products and Services Code (UNSPSC) is a hierarchical convention that is used to classify all products and services.,"
      UNSPSC Codes    "
http://data.ok.gov/sites/default/files/res_tax_expenditure_report_links_jiji-yhbv_1.csv,,"
      Tax Expenditures Report Links    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_calendar_year_2015_ntv8-isvj.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll Calendar Year 2015    "
http://data.ok.gov/sites/default/files/res_cng_fleet_vehicles_xiz5-k2pe.csv,Increase the percentage of Compressed Natural Gas (CNG) light-duty and passenger vehicles in the statewide fleet from 7.4% in 2014 to 18% by 2018.,"
      CNG Fleet Vehicles    "
http://data.ok.gov/sites/default/files/res_tax_credits_-_fiscal_year_2008_j998-kiic.csv,Tax Credit information represents a credit pursuant to the Oklahoma Income Tax Act against tax liability which is taken by a taxpayer.,"
      Tax Credits - Fiscal Year 2008    "
http://data.ok.gov/sites/default/files/res_comparison_of_actual_earnings_to_estimated_earnings%2C_fiscal_year_to_date_%28june_30%2C_2011%29_t2r9-cygn.csv,Comparison of actual earnings to estimated earnings for investments made with State of Oklahoma dollars,"
      Comparison of Actual Earnings to Estimated Earnings, Fiscal Year to Date (June 30, 2011)    "
http://data.ok.gov/sites/default/files/res_fy2016_capital_improvement_recommendations_cgdx-krsq.csv,List of capital improvements recommended for Fiscal Year 2016.,"
      FY2016 Capital Improvement Recommendations    "
http://data.ok.gov/sites/default/files/res_data_5brg-cqpz.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q3 2013    "
http://data.ok.gov/sites/default/files/res_agency_employees_by_gender_and_race_fy2012_gj89-7pj6.csv,Agency Employees By Gender and Race FY2012,"
      Agency Employees By Gender and Race FY2012    "
http://data.ok.gov/sites/default/files/res_classified_and_unclassified_employees_by_agency_fy2014_xigt-mej3.csv,Classified And Unclassified Employees By Agency FY2014,"
      Classified And Unclassified Employees By Agency FY2014    "
http://data.ok.gov/sites/default/files/res_adolescent_obesity_66ej-yj4q.csv,Decrease the percentage of adolescents who are obese from 16.7% in 2012 to 11.3% by 2017.,"
      Adolescent Obesity    "
http://data.ok.gov/sites/default/files/res_acute_poisioning_hospitalization_batu-q26p.csv,"Decrease the rate of inpatient hospitalization discharges for acute poisoning from 115.4 per 100,000 in 2011 to 95.6 per 100,000 by 2017.","
      Acute Poisioning Hospitalization    "
http://data.ok.gov/sites/default/files/res_active_conservation_management_79fa-rcyp.csv,"Increase the number of forest and woodland acres under active conservation management from 1,520,898 in 2014 to 1,617,817 by 2017.","
      Active Conservation Management    "
http://data.ok.gov/sites/default/files/res_8th_grade_reading_proficiency_-_column_chart_jhbt-q875.csv,Increase the percentage of 8th grade students statewide who score proficient or above in reading from 74.6% in 2013 to NA% by 2019 (target not yet established).,"
      8th Grade Reading Proficiency    "
http://data.ok.gov/sites/default/files/res_8th_grade_math_proficiency_-_column_chart_f8a9-3ngy.csv,Increase the percentage of 8th grade students statewide who score proficient or above in math from 69.9% in 2013 to NA% by 2019 (target not yet established).,"
      8th Grade Math Proficiency    "
http://data.ok.gov/sites/default/files/res_adult_obesity_c8ey-2a5p.csv,Decrease the percentage of adults who are obese from 32.2% in 2012 to 29.7% by 2017.,"
      Adult Obesity    "
http://data.ok.gov/sites/default/files/res_adult_mental_health_treatement_-_line_chart_72fs-gbb3.csv,"Increase the number of eligible adults receiving mental health treatment from 84,700 in 2014 to 88,950 by 2018.","
      Adult Mental Health Treatment    "
http://data.ok.gov/sites/default/files/res_fy2015-2022_capital_improvements_plan%3A_funding_recommendations_by_agency_afqr-jh6y.csv,This dataset contains all projects submitted by State of Oklahoma agencies for consideration by the Long Range Capital Planning Commission for inclusion in the FY 2015-2022 Capital Improvements Plan and FY2015 Annual Capital Budget.,"
      Capital Improvements Plan Project Submittals (Fiscal Year 2015)    "
http://data.ok.gov/sites/default/files/res_4th_grade_math_proficiency_ssy6-r4dw.csv,Increase the percentage of 4th grade students statewide who score proficient or above in math from 71.5% in 2013 to NA% by 2019 (target not yet established).,"
      4th Grade Math Proficiency    "
http://data.ok.gov/sites/default/files/res_air_quality_monitor_compliance_-_line_chart_qhx7-cgqt.csv,Increase the percentage of monitors demonstrating compliance with National Ambient Air Quality Standards from 79% in 2013 to 87% by 2017.,"
      Air Quality Monitor Compliance    "
http://data.ok.gov/sites/default/files/res_4th_grade_reading_proficiency_amdm-6udf.csv,Increase the percentage of 4th grade students statewide who score proficient or above in reading from 66.8% in 2013 to 75% by 2019.,"
      4th Grade Reading Proficiency    "
http://data.ok.gov/sites/default/files/res_air_quality_federal_standards_tjx7-8bea.csv,Maintain the percentage of the population living where air quality meets federal standards at 100% every year through 2017.,"
      Air Quality Federal Standards    "
http://data.ok.gov/sites/default/files/res_agriculture_and_biosciences_sales_3yuh-z34s.csv,Increase Agriculture and Biosciences sales from $28.942 billion in 2013 to $32.574 billion by 2017.,"
      Agriculture And Biosciences Sales    "
http://data.ok.gov/sites/default/files/res_agriculture_and_biosciences_employment_-_line_chart_eh2x-sdrx.csv,"Increase Agriculture and Biosciences employment from 87,812 in 2013 to 93,200 by 2017.","
      Agriculture And Biosciences Employment    "
http://data.ok.gov/sites/default/files/res_alcohol_impaired_fatalities_rxre-mtbv.csv,Decrease alcohol impaired fatalities from 205 in 2012 to 185 by 2017.,"
      Alcohol Impaired Fatalities    "
http://data.ok.gov/sites/default/files/res_aerospace_and_defense_sales_izc8-g6f7.csv,Increase Aerospace and Defense sales from $23.597 billion in 2013 to $26.558 billion by 2017.,"
      Aerospace and Defense Sales    "
http://data.ok.gov/sites/default/files/res_aerospace_and_defense_exports_-_column_chart_xjbk-yjsb.csv,Increase Aerospace and Defense  exports from $19.155 billion in 2013 to $21.560 billion by 2017.,"
      Aerospace And Defense Exports    "
http://data.ok.gov/sites/default/files/res_agriculture_and_biosciences_exports_-_column_chart_n98r-myr4.csv,Increase Agriculture and Biosciences exports from $21.762 billion in 2013 to $24.493 billion by 2017.,"
      Agriculture and Biosciences Exports    "
http://data.ok.gov/sites/default/files/res_aerospace_and_defense_employment_-_line_chart_trpp-z9q9.csv,"Increase Aerospace and Defense  employment from 85,218 in 2013 to 90,447 by 2017.","
      Aerospace and Defense Employment    "
http://data.ok.gov/sites/default/files/res_adult_tobacco_use_-_line_chart_rrcf-bv6k.csv,Decrease the percentage of adults who smoke cigarettes from 26.1% in 2011 to 18% by 2018.,"
      Adult Tobacco Use    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2008_dfev-hht9.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2008    "
http://data.ok.gov/sites/default/files/res_average_annual_wage_-_line_chart_9x4a-7tg2.csv,"Increase state average annual wage from $43,047 in 2013 to $48,450 by 2017.","
      Average Annual Wage    "
http://data.ok.gov/sites/default/files/res_per_capita_personal_income_-_line_chart_kxh8-hrk7.csv,Increase the per capita personal income (% of US) from 93.51% in 2013 to 98.20% by 2017.,"
      Per Capita Personal Income    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_vendor_payments_fiscal_year_2014_533t-tyh4.csv,"The vendor payment dataset contains payments made by state agencies and institutions of higher education that are processed through the Office of Management and Enterprise Services. These payments reflect disbursements from a state fund for the purchase of goods received, services performed, reimbursements, and payments to other governments. Travel reimbursements include the zip code of the State Capitol and not the individual’s address. For security and privacy reasons, payments related to “confidential matters” are included in the dataset; however, the payee name is replaced with “Protected Information” and the address is changed to the State Capitol address.  . Also, some state agencies are authorized to make payments outside of the Office of Management and Enterprise Services from certain authorized funds. In these cases, the agency reports only the total amount of the expenditures to the Office of Management and Enterprise Services but does not report the detailed vendor payment information. Therefore, these payment details are not included in the dataset.","
      State of Oklahoma Vendor Payments Fiscal Year 2014    "
http://data.ok.gov/sites/default/files/res_career_readiness_certifications_ka9w-tfbe.csv,"Increase the number of Oklahoma Career Readiness Certificates (OKCRC) earned from 14,340 in 2014 to 15,774 by 2018.","
      Career Readiness Certifications    "
http://data.ok.gov/sites/default/files/res_audit_coverage_avzi-i7nw.csv,Maintain the percentage of state and federal funds audited at 85% or more every year through 2018.,"
      Audit Coverage    "
http://data.ok.gov/sites/default/files/res_cancer_deaths_-_column_chart_ndpu-wxfn.csv,"Decrease the cancer death rate from 185.7 per 100,000 in 2013 to 180.3 per 100,000 by 2019.","
      Cancer Deaths    "
http://data.ok.gov/sites/default/files/res_ap_exam_scores_5e2q-9tu8.csv,"Increase the number of Advanced Placement (AP) exam scores that qualify for college credit from 11,933 in 2014 to 13,126 by 2018.","
      AP Exam Scores    "
